,state,state_p,act,r_acc
13753,"(3, 25)","(4, 23)",140.0,2.322134
13754,"(3, 25)","(4, 22)",150.0,2.222134
13755,"(3, 25)","(4, 20)",160.0,2.122134
13756,"(3, 25)","(4, 19)",170.0,2.022134
13757,"(3, 25)","(4, 17)",180.0,1.922134
13758,"(3, 25)","(4, 16)",190.0,1.822134
13759,"(3, 25)","(4, 27)",200.0,1.722134
13760,"(3, 25)","(4, 27)",10.0,3.622137
13761,"(3, 25)","(4, 28)",20.0,3.522137
13762,"(3, 25)","(4, 29)",30.0,3.422137
13763,"(3, 25)","(4, 30)",40.0,3.322137
13764,"(3, 25)","(4, 30)",50.0,3.222137
13765,"(3, 25)","(4, 30)",60.0,3.122137
13766,"(3, 25)","(4, 30)",70.0,3.022137
13767,"(3, 25)","(4, 29)",80.0,2.922137
13768,"(3, 25)","(4, 29)",90.0,2.822137
13769,"(3, 25)","(4, 28)",100.0,2.722137
13770,"(3, 25)","(4, 27)",110.0,2.622137
13771,"(3, 25)","(4, 26)",120.0,2.522137
13772,"(3, 25)","(4, 24)",130.0,2.422137
13773,"(3, 25)","(4, 23)",140.0,2.322137
13774,"(3, 25)","(4, 22)",150.0,2.222137
13775,"(3, 25)","(4, 20)",160.0,2.122137
13776,"(3, 25)","(4, 19)",170.0,2.022137
13777,"(3, 25)","(4, 17)",180.0,1.922137
13778,"(3, 25)","(4, 16)",190.0,1.822137
13779,"(3, 25)","(4, 27)",200.0,1.722137
13780,"(3, 26)","(4, 28)",10.0,3.942654
13781,"(3, 26)","(4, 28)",20.0,3.842654
13782,"(3, 26)","(4, 29)",30.0,3.742654
13783,"(3, 26)","(4, 30)",40.0,3.642654
13784,"(3, 26)","(4, 30)",50.0,3.542654
13785,"(3, 26)","(4, 30)",60.0,3.442654
13786,"(3, 26)","(4, 30)",70.0,3.342654
13787,"(3, 26)","(4, 29)",80.0,3.242654
13788,"(3, 26)","(4, 29)",90.0,3.142654
13789,"(3, 26)","(4, 28)",100.0,3.042654
13790,"(3, 26)","(4, 27)",110.0,2.942654
13791,"(3, 26)","(4, 26)",120.0,2.842654
13792,"(3, 26)","(4, 24)",130.0,2.742654
13793,"(3, 26)","(4, 23)",140.0,2.642654
13794,"(3, 26)","(4, 22)",150.0,2.542654
13795,"(3, 26)","(4, 20)",160.0,2.442654
13796,"(3, 26)","(4, 19)",170.0,2.342654
13797,"(3, 26)","(4, 17)",180.0,2.242654
13798,"(3, 26)","(4, 16)",190.0,2.142654
13799,"(3, 26)","(4, 27)",200.0,2.042654
13800,"(4, 27)","(4, 27)",10.0,-0.212258
13801,"(4, 27)","(4, 27)",20.0,-0.610965
13802,"(4, 27)","(4, 27)",30.0,-1.033082
13803,"(4, 27)","(4, 28)",40.0,-1.681488
13804,"(4, 27)","(4, 29)",50.0,-2.325238
13805,"(4, 27)","(4, 30)",60.0,-3.15847
13806,"(4, 27)","(4, 31)",70.0,-3.994598
13807,"(4, 27)","(4, 32)",80.0,-4.942699
13808,"(4, 27)","(4, 33)",90.0,-5.946861
13809,"(4, 27)","(4, 33)",100.0,-7.040286
13810,"(4, 27)","(4, 34)",110.0,-8.38331
13811,"(4, 27)","(4, 34)",120.0,-13.845266
13812,"(4, 27)","(4, 34)",130.0,-19.246436
13813,"(4, 27)","(4, 33)",140.0,-24.570738
13814,"(4, 27)","(4, 33)",150.0,-29.828053
13815,"(4, 27)","(4, 32)",160.0,-34.99536
13816,"(4, 27)","(4, 30)",170.0,-40.043149
13817,"(4, 27)","(4, 29)",180.0,-44.954458
13818,"(4, 27)","(4, 27)",190.0,-49.666558
13819,"(4, 27)","(4, 25)",200.0,-54.152237
13820,"(4, 28)","(4, 27)",10.0,1.671926
13821,"(4, 28)","(4, 27)",20.0,1.784575
13822,"(4, 28)","(4, 27)",30.0,1.684575
13823,"(4, 28)","(4, 28)",40.0,1.584575
13824,"(4, 28)","(4, 29)",50.0,1.484575
13825,"(4, 28)","(4, 30)",60.0,1.384575
13826,"(4, 28)","(4, 31)",70.0,1.284575
13827,"(4, 28)","(4, 32)",80.0,1.184575
13828,"(4, 28)","(4, 33)",90.0,1.084575
13829,"(4, 28)","(4, 33)",100.0,0.984575
13830,"(4, 28)","(4, 34)",110.0,0.884575
13831,"(4, 28)","(4, 34)",120.0,0.784575
13832,"(4, 28)","(4, 34)",130.0,0.684575
13833,"(4, 28)","(4, 33)",140.0,0.584575
13834,"(4, 28)","(4, 33)",150.0,0.484575
13835,"(4, 28)","(4, 32)",160.0,0.384575
13836,"(4, 28)","(4, 30)",170.0,0.284575
13837,"(4, 28)","(4, 29)",180.0,0.184575
13838,"(4, 28)","(4, 27)",190.0,0.084575
13839,"(4, 28)","(4, 25)",200.0,-0.015425
13840,"(4, 29)","(4, 27)",10.0,2.222902
13841,"(4, 29)","(4, 27)",20.0,2.303075
13842,"(4, 29)","(4, 27)",30.0,2.203075
13843,"(4, 29)","(4, 28)",40.0,2.103075
13844,"(4, 29)","(4, 29)",50.0,2.003075
13845,"(4, 29)","(4, 30)",60.0,1.903075
13846,"(4, 29)","(4, 31)",70.0,1.803075
13847,"(4, 29)","(4, 32)",80.0,1.703075
13848,"(4, 29)","(4, 33)",90.0,1.603075
13849,"(4, 29)","(4, 33)",100.0,1.503075
13850,"(4, 29)","(4, 34)",110.0,1.403075
13851,"(4, 29)","(4, 34)",120.0,1.303075
13852,"(4, 29)","(4, 34)",130.0,1.203075
13853,"(4, 29)","(4, 33)",140.0,1.103075
13854,"(4, 29)","(4, 33)",150.0,1.003075
13855,"(4, 29)","(4, 32)",160.0,0.903075
13856,"(4, 29)","(4, 30)",170.0,0.803075
13857,"(4, 29)","(4, 29)",180.0,0.703075
13858,"(4, 29)","(4, 27)",190.0,0.603075
13859,"(4, 29)","(4, 25)",200.0,0.503075
13860,"(4, 28)","(3, 26)",10.0,9.205008
13861,"(4, 28)","(3, 26)",20.0,10.245992
13862,"(4, 28)","(3, 26)",30.0,10.510965
13863,"(4, 28)","(3, 26)",40.0,10.410965
13864,"(4, 28)","(3, 26)",50.0,10.310965
13865,"(4, 28)","(3, 26)",60.0,10.210965
13866,"(4, 28)","(3, 26)",70.0,10.110965
13867,"(4, 28)","(3, 26)",80.0,10.010965
13868,"(4, 28)","(3, 26)",90.0,9.910965
13869,"(4, 28)","(3, 27)",100.0,9.810965
13870,"(4, 28)","(3, 27)",110.0,9.710965
13871,"(4, 28)","(3, 27)",120.0,9.610965
13872,"(4, 28)","(3, 28)",130.0,9.510965
13873,"(4, 28)","(3, 30)",140.0,9.410965
13874,"(4, 28)","(3, 32)",150.0,9.310965
13875,"(4, 28)","(3, 37)",160.0,9.210965
13876,"(4, 28)","(3, 39)",170.0,9.110965
13877,"(4, 28)","(3, 39)",180.0,9.010965
13878,"(4, 28)","(3, 38)",190.0,8.910965
13879,"(4, 28)","(3, 37)",200.0,8.810965
13880,"(4, 28)","(3, 26)",10.0,8.666221
13881,"(4, 28)","(3, 26)",20.0,8.617639
13882,"(4, 28)","(3, 26)",30.0,8.517639
13883,"(4, 28)","(3, 26)",40.0,8.417639
13884,"(4, 28)","(3, 26)",50.0,8.317639
13885,"(4, 28)","(3, 26)",60.0,8.217639
13886,"(4, 28)","(3, 26)",70.0,8.117639
13887,"(4, 28)","(3, 26)",80.0,8.017639
13888,"(4, 28)","(3, 26)",90.0,7.917639
13889,"(4, 28)","(3, 27)",100.0,7.817639
13890,"(4, 28)","(3, 27)",110.0,7.717639
13891,"(4, 28)","(3, 27)",120.0,7.617639
13892,"(4, 28)","(3, 28)",130.0,7.517639
13893,"(4, 28)","(3, 30)",140.0,7.417639
13894,"(4, 28)","(3, 32)",150.0,7.317639
13895,"(4, 28)","(3, 37)",160.0,7.217639
13896,"(4, 28)","(3, 39)",170.0,7.117639
13897,"(4, 28)","(3, 39)",180.0,7.017639
13898,"(4, 28)","(3, 38)",190.0,6.917639
13899,"(4, 28)","(3, 37)",200.0,6.817639
13900,"(4, 33)","(3, 26)",10.0,4.801307
13901,"(4, 33)","(3, 26)",20.0,4.94749
13902,"(4, 33)","(3, 26)",30.0,4.84749
13903,"(4, 33)","(3, 26)",40.0,4.74749
13904,"(4, 33)","(3, 26)",50.0,4.64749
13905,"(4, 33)","(3, 26)",60.0,4.54749
13906,"(4, 33)","(3, 26)",70.0,4.44749
13907,"(4, 33)","(3, 26)",80.0,4.34749
13908,"(4, 33)","(3, 26)",90.0,4.24749
13909,"(4, 33)","(3, 27)",100.0,4.14749
13910,"(4, 33)","(3, 27)",110.0,4.04749
13911,"(4, 33)","(3, 27)",120.0,3.94749
13912,"(4, 33)","(3, 28)",130.0,3.84749
13913,"(4, 33)","(3, 30)",140.0,3.74749
13914,"(4, 33)","(3, 32)",150.0,3.64749
13915,"(4, 33)","(3, 37)",160.0,3.54749
13916,"(4, 33)","(3, 39)",170.0,3.44749
13917,"(4, 33)","(3, 39)",180.0,3.34749
13918,"(4, 33)","(3, 38)",190.0,3.24749
13919,"(4, 33)","(3, 37)",200.0,3.14749
13920,"(3, 37)","(3, 26)",10.0,2.400964
13921,"(3, 37)","(3, 26)",20.0,2.300964
13922,"(3, 37)","(3, 26)",30.0,2.200964
13923,"(3, 37)","(3, 26)",40.0,2.100964
13924,"(3, 37)","(3, 26)",50.0,2.000964
13925,"(3, 37)","(3, 26)",60.0,1.900964
13926,"(3, 37)","(3, 26)",70.0,1.800964
13927,"(3, 37)","(3, 26)",80.0,1.700964
13928,"(3, 37)","(3, 26)",90.0,1.600964
13929,"(3, 37)","(3, 26)",100.0,1.500964
13930,"(3, 37)","(3, 26)",110.0,1.400964
13931,"(3, 37)","(3, 26)",120.0,1.300964
13932,"(3, 37)","(3, 26)",130.0,1.200964
13933,"(3, 37)","(3, 26)",140.0,1.100964
13934,"(3, 37)","(3, 26)",150.0,1.000964
13935,"(3, 37)","(3, 26)",160.0,0.900964
13936,"(3, 37)","(3, 26)",170.0,0.800964
13937,"(3, 37)","(3, 26)",180.0,0.700964
13938,"(3, 37)","(3, 26)",190.0,0.600964
13939,"(3, 37)","(3, 26)",200.0,0.500964
13940,"(3, 39)","(3, 26)",10.0,0.318945
13941,"(3, 39)","(3, 26)",20.0,0.218945
13942,"(3, 39)","(3, 26)",30.0,0.118945
13943,"(3, 39)","(3, 26)",40.0,0.018945
13944,"(3, 39)","(3, 26)",50.0,-0.081055
13945,"(3, 39)","(3, 26)",60.0,-0.181055
13946,"(3, 39)","(3, 26)",70.0,-0.281055
13947,"(3, 39)","(3, 26)",80.0,-0.381055
13948,"(3, 39)","(3, 26)",90.0,-0.481055
13949,"(3, 39)","(3, 26)",100.0,-0.581055
13950,"(3, 39)","(3, 26)",110.0,-0.681055
13951,"(3, 39)","(3, 26)",120.0,-0.781055
13952,"(3, 39)","(3, 26)",130.0,-0.881055
13953,"(3, 39)","(3, 26)",140.0,-0.981055
13954,"(3, 39)","(3, 26)",150.0,-1.081055
13955,"(3, 39)","(3, 26)",160.0,-1.181055
13956,"(3, 39)","(3, 26)",170.0,-1.281055
13957,"(3, 39)","(3, 26)",180.0,-1.381055
13958,"(3, 39)","(3, 26)",190.0,-1.481055
13959,"(3, 39)","(3, 26)",200.0,-1.581055
13960,"(3, 26)","(3, 26)",10.0,0.443949
13961,"(3, 26)","(3, 26)",20.0,0.343949
13962,"(3, 26)","(3, 26)",30.0,0.243949
13963,"(3, 26)","(3, 26)",40.0,0.143949
13964,"(3, 26)","(3, 26)",50.0,0.043949
13965,"(3, 26)","(3, 26)",60.0,-0.056051
13966,"(3, 26)","(3, 26)",70.0,-0.156051
13967,"(3, 26)","(3, 26)",80.0,-0.256051
13968,"(3, 26)","(3, 26)",90.0,-0.356051
13969,"(3, 26)","(3, 26)",100.0,-0.456051
13970,"(3, 26)","(3, 26)",110.0,-0.556051
13971,"(3, 26)","(3, 26)",120.0,-0.656051
13972,"(3, 26)","(3, 26)",130.0,-0.756051
13973,"(3, 26)","(3, 26)",140.0,-0.856051
13974,"(3, 26)","(3, 26)",150.0,-0.956051
13975,"(3, 26)","(3, 26)",160.0,-1.056051
13976,"(3, 26)","(3, 26)",170.0,-1.156051
13977,"(3, 26)","(3, 26)",180.0,-1.256051
13978,"(3, 26)","(3, 26)",190.0,-1.356051
13979,"(3, 26)","(3, 26)",200.0,-1.456051
13980,"(3, 26)","(3, 27)",10.0,7.940993
13981,"(3, 26)","(3, 28)",20.0,15.3711
13982,"(3, 26)","(3, 28)",30.0,22.622109
13983,"(3, 26)","(3, 28)",40.0,27.894952
13984,"(3, 26)","(3, 28)",50.0,31.728417
13985,"(3, 26)","(3, 28)",60.0,33.13261
13986,"(3, 26)","(3, 28)",70.0,33.03261
13987,"(3, 26)","(3, 27)",80.0,32.93261
13988,"(3, 26)","(3, 26)",90.0,28.891537
13989,"(3, 26)","(3, 25)",100.0,24.24601
13990,"(3, 26)","(3, 24)",110.0,19.750571
13991,"(3, 26)","(3, 23)",120.0,15.391319
13992,"(3, 26)","(3, 22)",130.0,11.137214
13993,"(3, 26)","(3, 21)",140.0,6.981086
13994,"(3, 26)","(3, 21)",150.0,2.8973
13995,"(3, 26)","(3, 20)",160.0,-1.121208
13996,"(3, 26)","(3, 19)",170.0,-5.084993
13997,"(3, 26)","(3, 26)",180.0,-8.997427
13998,"(3, 26)","(3, 26)",190.0,-12.861827
13999,"(3, 26)","(3, 26)",200.0,-19.250657
14000,"(3, 26)","(3, 27)",10.0,8.415574
14001,"(3, 26)","(3, 28)",20.0,8.315574
14002,"(3, 26)","(3, 28)",30.0,8.215574
14003,"(3, 26)","(3, 28)",40.0,8.115574
14004,"(3, 26)","(3, 28)",50.0,8.015574
14005,"(3, 26)","(3, 28)",60.0,7.915574
14006,"(3, 26)","(3, 28)",70.0,7.815574
14007,"(3, 26)","(3, 27)",80.0,7.715574
14008,"(3, 26)","(3, 26)",90.0,7.615574
14009,"(3, 26)","(3, 25)",100.0,7.515574
14010,"(3, 26)","(3, 24)",110.0,7.415574
14011,"(3, 26)","(3, 23)",120.0,7.315574
14012,"(3, 26)","(3, 22)",130.0,7.215574
14013,"(3, 26)","(3, 21)",140.0,7.115574
14014,"(3, 26)","(3, 21)",150.0,7.015574
14015,"(3, 26)","(3, 20)",160.0,6.915574
14016,"(3, 26)","(3, 19)",170.0,6.815574
14017,"(3, 26)","(3, 26)",180.0,6.715574
14018,"(3, 26)","(3, 26)",190.0,6.615574
14019,"(3, 26)","(3, 26)",200.0,6.515574
14020,"(3, 26)","(3, 27)",10.0,5.602156
14021,"(3, 26)","(3, 28)",20.0,10.719973
14022,"(3, 26)","(3, 28)",30.0,15.448661
14023,"(3, 26)","(3, 28)",40.0,20.753584
14024,"(3, 26)","(3, 28)",50.0,25.208269
14025,"(3, 26)","(3, 28)",60.0,27.815866
14026,"(3, 26)","(3, 28)",70.0,29.961638
14027,"(3, 26)","(3, 27)",80.0,27.276482
14028,"(3, 26)","(3, 26)",90.0,22.456505
14029,"(3, 26)","(3, 25)",100.0,17.810973
14030,"(3, 26)","(3, 24)",110.0,13.315539
14031,"(3, 26)","(3, 23)",120.0,8.956287
14032,"(3, 26)","(3, 22)",130.0,4.702177
14033,"(3, 26)","(3, 21)",140.0,-0.239222
14034,"(3, 26)","(3, 21)",150.0,-7.050887
14035,"(3, 26)","(3, 20)",160.0,-13.819168
14036,"(3, 26)","(3, 19)",170.0,-20.544065
14037,"(3, 26)","(3, 26)",180.0,-27.225578
14038,"(3, 26)","(3, 26)",190.0,-33.863708
14039,"(3, 26)","(3, 26)",200.0,-40.458454
14040,"(3, 26)","(1, 26)",10.0,0.888359
14041,"(3, 26)","(1, 26)",20.0,1.616872
14042,"(3, 26)","(1, 26)",30.0,2.259909
14043,"(3, 26)","(1, 26)",40.0,3.282766
14044,"(3, 26)","(1, 27)",50.0,3.914244
14045,"(3, 26)","(1, 27)",60.0,4.67965
14046,"(3, 26)","(1, 27)",70.0,5.315902
14047,"(3, 26)","(1, 27)",80.0,6.581005
14048,"(3, 26)","(1, 27)",90.0,1.397815
14049,"(3, 26)","(1, 27)",100.0,-3.582602
14050,"(3, 26)","(1, 27)",110.0,-8.401657
14051,"(3, 26)","(1, 27)",120.0,-13.083624
14052,"(3, 26)","(1, 27)",130.0,-17.669194
14053,"(3, 26)","(1, 27)",140.0,-22.171668
14054,"(3, 26)","(1, 27)",150.0,-26.610239
14055,"(3, 26)","(1, 27)",160.0,-30.986992
14056,"(3, 26)","(1, 27)",170.0,-35.307322
14057,"(3, 26)","(1, 27)",180.0,-39.571268
14058,"(3, 26)","(1, 27)",190.0,-43.778671
14059,"(3, 26)","(1, 27)",200.0,-47.920744
14060,"(3, 28)","(1, 26)",10.0,1.637646
14061,"(3, 28)","(1, 26)",20.0,1.850054
14062,"(3, 28)","(1, 26)",30.0,1.750054
14063,"(3, 28)","(1, 26)",40.0,1.650054
14064,"(3, 28)","(1, 27)",50.0,1.550054
14065,"(3, 28)","(1, 27)",60.0,1.450054
14066,"(3, 28)","(1, 27)",70.0,1.350054
14067,"(3, 28)","(1, 27)",80.0,1.250054
14068,"(3, 28)","(1, 27)",90.0,1.150054
14069,"(3, 28)","(1, 27)",100.0,1.050054
14070,"(3, 28)","(1, 27)",110.0,0.950054
14071,"(3, 28)","(1, 27)",120.0,0.850054
14072,"(3, 28)","(1, 27)",130.0,0.750054
14073,"(3, 28)","(1, 27)",140.0,0.650054
14074,"(3, 28)","(1, 27)",150.0,0.550054
14075,"(3, 28)","(1, 27)",160.0,0.450054
14076,"(3, 28)","(1, 27)",170.0,0.350054
14077,"(3, 28)","(1, 27)",180.0,0.250054
14078,"(3, 28)","(1, 27)",190.0,0.150054
14079,"(3, 28)","(1, 27)",200.0,0.050054
14080,"(3, 22)","(1, 26)",10.0,3.313172
14081,"(3, 22)","(1, 26)",20.0,3.297443
14082,"(3, 22)","(1, 26)",30.0,3.245996
14083,"(3, 22)","(1, 26)",40.0,3.194549
14084,"(3, 22)","(1, 27)",50.0,3.143103
14085,"(3, 22)","(1, 27)",60.0,3.091656
14086,"(3, 22)","(1, 27)",70.0,3.040209
14087,"(3, 22)","(1, 27)",80.0,2.988762
14088,"(3, 22)","(1, 27)",90.0,2.937315
14089,"(3, 22)","(1, 27)",100.0,2.885869
14090,"(3, 22)","(1, 27)",110.0,2.834422
14091,"(3, 22)","(1, 27)",120.0,2.782975
14092,"(3, 22)","(1, 27)",130.0,2.731528
14093,"(3, 22)","(1, 27)",140.0,2.680081
14094,"(3, 22)","(1, 27)",150.0,2.628635
14095,"(3, 22)","(1, 27)",160.0,2.577188
14096,"(3, 22)","(1, 27)",170.0,2.525741
14097,"(3, 22)","(1, 27)",180.0,1.288245
14098,"(3, 22)","(1, 27)",190.0,-0.822998
14099,"(3, 22)","(1, 27)",200.0,-3.079086
14108,"(1, 27)","(1, 27)",90.0,-0.9
14109,"(1, 27)","(1, 27)",100.0,-1.0
14110,"(1, 27)","(1, 27)",110.0,-1.1
14111,"(1, 27)","(1, 27)",120.0,-1.2
14112,"(1, 27)","(1, 27)",130.0,-1.3
14113,"(1, 27)","(1, 27)",140.0,-1.4
14114,"(1, 27)","(1, 27)",150.0,-1.5
14115,"(1, 27)","(1, 27)",160.0,-1.6
14120,"(1, 28)","(1, 26)",10.0,8.334255
14121,"(1, 28)","(1, 26)",20.0,8.234255
14122,"(1, 28)","(1, 26)",30.0,8.134255
14123,"(1, 28)","(1, 26)",40.0,8.034255
14124,"(1, 28)","(1, 26)",50.0,7.934255
14125,"(1, 28)","(1, 26)",60.0,7.834255
14126,"(1, 28)","(1, 26)",70.0,7.734255
14127,"(1, 28)","(1, 26)",80.0,7.634255
14128,"(1, 28)","(1, 27)",90.0,7.534255
14129,"(1, 28)","(1, 27)",100.0,7.434255
14130,"(1, 28)","(1, 27)",110.0,7.334255
14131,"(1, 28)","(1, 27)",120.0,7.234255
14132,"(1, 28)","(1, 27)",130.0,7.134255
14133,"(1, 28)","(1, 27)",140.0,7.034255
14134,"(1, 28)","(1, 27)",150.0,1.566422
14135,"(1, 28)","(1, 27)",160.0,-5.934467
14136,"(1, 28)","(1, 26)",170.0,-13.38829
14137,"(1, 28)","(1, 26)",180.0,-20.795049
14138,"(1, 28)","(1, 26)",190.0,-28.154742
14139,"(1, 28)","(1, 26)",200.0,-35.467371
14140,"(1, 26)","(1, 26)",10.0,2.546007
14141,"(1, 26)","(1, 26)",20.0,2.446007
14142,"(1, 26)","(1, 26)",30.0,2.346007
14143,"(1, 26)","(1, 26)",40.0,2.246007
14144,"(1, 26)","(1, 26)",50.0,2.146007
14145,"(1, 26)","(1, 26)",60.0,2.046007
14146,"(1, 26)","(1, 26)",70.0,1.946007
14147,"(1, 26)","(1, 26)",80.0,1.846007
14148,"(1, 26)","(1, 27)",90.0,1.746007
14149,"(1, 26)","(1, 27)",100.0,1.646007
14150,"(1, 26)","(1, 27)",110.0,1.546007
14151,"(1, 26)","(1, 27)",120.0,1.446007
14152,"(1, 26)","(1, 27)",130.0,1.346007
14153,"(1, 26)","(1, 27)",140.0,1.246007
14154,"(1, 26)","(1, 27)",150.0,1.146007
14155,"(1, 26)","(1, 27)",160.0,1.046007
14156,"(1, 26)","(1, 26)",170.0,0.946007
14157,"(1, 26)","(1, 26)",180.0,0.846007
14158,"(1, 26)","(1, 26)",190.0,0.746007
14159,"(1, 26)","(1, 26)",200.0,0.646007
14160,"(1, 26)","(1, 26)",10.0,0.175668
14161,"(1, 26)","(1, 26)",20.0,0.343098
14162,"(1, 26)","(1, 26)",30.0,0.51053
14163,"(1, 26)","(1, 27)",40.0,0.59626
14164,"(1, 26)","(1, 27)",50.0,0.49626
14165,"(1, 26)","(1, 27)",60.0,0.39626
14166,"(1, 26)","(1, 26)",70.0,0.29626
14167,"(1, 26)","(1, 26)",80.0,0.19626
14168,"(1, 26)","(1, 26)",90.0,0.09626
14169,"(1, 26)","(1, 26)",100.0,-0.00374
14170,"(1, 26)","(1, 26)",110.0,-0.10374
14171,"(1, 26)","(1, 26)",120.0,-0.20374
14172,"(1, 26)","(1, 26)",130.0,-0.30374
14173,"(1, 26)","(1, 26)",140.0,-0.40374
14174,"(1, 26)","(1, 26)",150.0,-0.50374
14175,"(1, 26)","(1, 26)",160.0,-0.60374
14176,"(1, 26)","(1, 26)",170.0,-0.70374
14177,"(1, 26)","(1, 26)",180.0,-0.80374
14178,"(1, 26)","(1, 26)",190.0,-0.90374
14179,"(1, 26)","(1, 26)",200.0,-1.00374
14183,"(1, 26)","(1, 27)",40.0,-0.4
14203,"(1, 27)","(1, 27)",40.0,-0.4
14204,"(1, 27)","(1, 27)",50.0,-0.5
14205,"(1, 27)","(1, 27)",60.0,-0.6
14220,"(1, 26)","(1, 26)",10.0,0.113329
14221,"(1, 26)","(1, 26)",20.0,0.221359
14222,"(1, 26)","(1, 26)",30.0,0.329392
14223,"(1, 26)","(1, 27)",40.0,0.287786
14224,"(1, 26)","(1, 27)",50.0,0.187786
14225,"(1, 26)","(1, 27)",60.0,0.087786
14226,"(1, 26)","(1, 26)",70.0,-0.012214
14227,"(1, 26)","(1, 26)",80.0,-0.112214
14228,"(1, 26)","(1, 26)",90.0,-0.212214
14229,"(1, 26)","(1, 26)",100.0,-0.312214
14230,"(1, 26)","(1, 26)",110.0,-0.412214
14231,"(1, 26)","(1, 26)",120.0,-0.512214
14232,"(1, 26)","(1, 26)",130.0,-0.612214
14233,"(1, 26)","(1, 26)",140.0,-0.712214
14234,"(1, 26)","(1, 26)",150.0,-0.812214
14235,"(1, 26)","(1, 26)",160.0,-0.912214
14236,"(1, 26)","(1, 26)",170.0,-1.012214
14237,"(1, 26)","(1, 26)",180.0,-1.112214
14238,"(1, 26)","(1, 26)",190.0,-1.212214
14239,"(1, 26)","(1, 26)",200.0,-1.312214
14280,"(1, 26)","(5, 26)",10.0,-0.038996
14281,"(1, 26)","(5, 26)",20.0,-0.138996
14282,"(1, 26)","(5, 26)",30.0,-0.238996
14283,"(1, 26)","(5, 26)",40.0,-0.338996
14284,"(1, 26)","(5, 26)",50.0,-0.438996
14285,"(1, 26)","(5, 26)",60.0,-0.538996
14286,"(1, 26)","(5, 26)",70.0,-0.638996
14287,"(1, 26)","(5, 26)",80.0,-0.738996
14288,"(1, 26)","(5, 26)",90.0,-0.838996
14289,"(1, 26)","(5, 26)",100.0,-0.938996
14290,"(1, 26)","(5, 26)",110.0,-1.038996
14291,"(1, 26)","(5, 26)",120.0,-1.138996
14292,"(1, 26)","(5, 26)",130.0,-1.238996
14293,"(1, 26)","(5, 26)",140.0,-1.338996
14294,"(1, 26)","(5, 26)",150.0,-1.438996
14295,"(1, 26)","(5, 26)",160.0,-1.538996
14296,"(1, 26)","(5, 26)",170.0,-1.638996
14297,"(1, 26)","(5, 26)",180.0,-1.738996
14298,"(1, 26)","(5, 26)",190.0,-1.838996
14299,"(1, 26)","(5, 26)",200.0,-1.938996
14300,"(1, 26)","(5, 26)",10.0,-0.071544
14301,"(1, 26)","(5, 26)",20.0,-0.171544
14302,"(1, 26)","(5, 26)",30.0,-0.271544
14303,"(1, 26)","(5, 26)",40.0,-0.371544
14304,"(1, 26)","(5, 26)",50.0,-0.471544
14305,"(1, 26)","(5, 26)",60.0,-0.571544
14306,"(1, 26)","(5, 26)",70.0,-0.671544
14307,"(1, 26)","(5, 26)",80.0,-0.771544
14308,"(1, 26)","(5, 26)",90.0,-0.871544
14309,"(1, 26)","(5, 26)",100.0,-0.971544
14310,"(1, 26)","(5, 26)",110.0,-1.071544
14311,"(1, 26)","(5, 26)",120.0,-1.171544
14312,"(1, 26)","(5, 26)",130.0,-1.271544
14313,"(1, 26)","(5, 26)",140.0,-1.371544
14314,"(1, 26)","(5, 26)",150.0,-1.471544
14315,"(1, 26)","(5, 26)",160.0,-1.571544
14316,"(1, 26)","(5, 26)",170.0,-1.671544
14317,"(1, 26)","(5, 26)",180.0,-1.771544
14318,"(1, 26)","(5, 26)",190.0,-1.871544
14319,"(1, 26)","(5, 26)",200.0,-1.971544
14320,"(1, 26)","(5, 26)",10.0,-0.047152
14321,"(1, 26)","(5, 26)",20.0,-0.147152
14322,"(1, 26)","(5, 26)",30.0,-0.247152
14323,"(1, 26)","(5, 26)",40.0,-0.347152
14324,"(1, 26)","(5, 26)",50.0,-0.447152
14325,"(1, 26)","(5, 26)",60.0,-0.547152
14326,"(1, 26)","(5, 26)",70.0,-0.647152
14327,"(1, 26)","(5, 26)",80.0,-0.747152
14328,"(1, 26)","(5, 26)",90.0,-0.847152
14329,"(1, 26)","(5, 26)",100.0,-0.947152
14330,"(1, 26)","(5, 26)",110.0,-1.047152
14331,"(1, 26)","(5, 26)",120.0,-1.147152
14332,"(1, 26)","(5, 26)",130.0,-1.247152
14333,"(1, 26)","(5, 26)",140.0,-1.347152
14334,"(1, 26)","(5, 26)",150.0,-1.447152
14335,"(1, 26)","(5, 26)",160.0,-1.547152
14336,"(1, 26)","(5, 26)",170.0,-1.647152
14337,"(1, 26)","(5, 26)",180.0,-1.747152
14338,"(1, 26)","(5, 26)",190.0,-1.847152
14339,"(1, 26)","(5, 26)",200.0,-1.947152
14340,"(5, 26)","(5, 25)",10.0,6.16403
14341,"(5, 26)","(5, 26)",20.0,10.955221
14342,"(5, 26)","(5, 26)",30.0,13.913426
14343,"(5, 26)","(5, 26)",40.0,14.952496
14344,"(5, 26)","(5, 26)",50.0,14.414006
14345,"(5, 26)","(5, 26)",60.0,12.317428
14346,"(5, 26)","(5, 26)",70.0,9.432922
14347,"(5, 26)","(5, 26)",80.0,7.125202
14348,"(5, 26)","(5, 26)",90.0,3.07668
14349,"(5, 26)","(5, 25)",100.0,0.007048
14350,"(5, 26)","(5, 25)",110.0,-3.16048
14351,"(5, 26)","(5, 24)",120.0,-6.297553
